iter,mode,loss,arcface_identity_distance,arcface_identity_similarity,ssim_preservation_loss,pixel_preservation_loss,latent_regularisation,input_ssim,input_psnr,input_mse,seconds_iter,seconds_elapsed,peak_vram_gb
0,geometry_only_reconstruction,0.2624362111091614,0.05953013896942139,0.9404698610305786,0.17153024673461914,0.0008636002312414348,0.0,0.8239545226097107,30.63689562539666,0.0008635956328362226,0.1981937438249588,0.19827654771506786,0.7562322616577148
1,geometry_only_reconstruction,0.30932608246803284,0.09701752662658691,0.9029824733734131,0.25587356090545654,0.0013353027170524001,0.0,0.8216610550880432,30.094461453450197,0.000978484284132719,0.1947801671922207,0.42424022778868675,0.7563014030456543
2,geometry_only_reconstruction,0.40167421102523804,0.10185527801513672,0.8981447219848633,0.2840149998664856,0.0015204616356641054,0.0,0.8101915717124939,29.58679024305614,0.0010998183861374855,0.20125414989888668,0.6578246671706438,0.7563014030456543
3,geometry_only_reconstruction,0.3097054362297058,0.10725617408752441,0.8927438259124756,0.27642369270324707,0.0014872481115162373,0.0,0.8128282427787781,29.64891253852678,0.0010841983603313565,0.2227200549095869,0.9114068150520325,0.7563014030456543
4,geometry_only_reconstruction,0.2206408828496933,0.10974246263504028,0.8902575373649597,0.26358509063720703,0.0014005673583596945,0.0,0.8135292530059814,29.77869374424891,0.0010522783268243074,0.2068970389664173,1.1453235670924187,0.7563014030456543
5,geometry_only_reconstruction,0.21959377825260162,0.10534191131591797,0.894658088684082,0.2545759677886963,0.0013305250322446227,0.0,0.8160586953163147,29.939475197039926,0.0010140339145436883,0.21215849742293358,1.404332621023059,0.7563014030456543
6,geometry_only_reconstruction,0.24408391118049622,0.0989719033241272,0.9010280966758728,0.24673491716384888,0.001284138415940106,0.0,0.8163835406303406,30.018253327121652,0.0009958058362826705,0.2239652071148157,1.6642700284719467,0.7563014030456543
7,geometry_only_reconstruction,0.32405316829681396,0.09171509742736816,0.9082849025726318,0.2482151985168457,0.0012816163944080472,0.0,0.8133074641227722,29.964656461057373,0.0010081713553518057,0.22982612065970898,1.934284619987011,0.7563014030456543
8,geometry_only_reconstruction,0.40154629945755005,0.0844455361366272,0.9155544638633728,0.24917489290237427,0.0012724921107292175,0.0,0.8131816387176514,30.002011983684916,0.000999536830931902,0.21753723733127117,2.178541250526905,0.7563014030456543
9,geometry_only_reconstruction,0.35906341671943665,0.08638238906860352,0.9136176109313965,0.2445528507232666,0.0012306682765483856,0.0,0.8171606659889221,30.19136241023917,0.0009568938403390348,0.21673173271119595,2.4222384728491306,0.7563014030456543
10,geometry_only_reconstruction,0.2284504622220993,0.09701889753341675,0.9029811024665833,0.2397039532661438,0.001197284203954041,0.0,0.8225873112678528,30.397112426615735,0.0009126174263656139,0.21113163232803345,2.6595908645540476,0.7563014030456543
11,geometry_only_reconstruction,0.13506819307804108,0.10308170318603516,0.8969182968139648,0.23315364122390747,0.0011708405800163746,0.0,0.8279839158058167,30.550015316802273,0.000881045765709132,0.19246786646544933,2.882683703675866,0.7563014030456543
12,geometry_only_reconstruction,0.15050546824932098,0.10195279121398926,0.8980472087860107,0.23398268222808838,0.0011996730463579297,0.0,0.829603374004364,30.491607755797713,0.000892974843736738,0.2163531742990017,3.1248943116515875,0.7563014030456543
13,geometry_only_reconstruction,0.22133438289165497,0.10082513093948364,0.8991748690605164,0.24589139223098755,0.0012878385605290532,0.0,0.826116144657135,30.229253250542172,0.000948581553529948,0.21656672842800617,3.368964223191142,0.7563014030456543
14,geometry_only_reconstruction,0.2438850998878479,0.10279929637908936,0.8972007036209106,0.2543485760688782,0.0013524079695343971,0.0,0.8232607841491699,30.03606030767836,0.000991731183603406,0.21189686469733715,3.61910985969007,0.7563014030456543
15,geometry_only_reconstruction,0.2291531264781952,0.10515481233596802,0.894845187664032,0.2561126947402954,0.0013778218999505043,0.0,0.822500467300415,29.946821122738655,0.001012320164591074,0.19958124682307243,3.8492792081087828,0.7563014030456543
16,geometry_only_reconstruction,0.19639863073825836,0.10427218675613403,0.895727813243866,0.24779748916625977,0.0013305917382240295,0.0,0.8250777721405029,30.05683382231969,0.0009869987843558192,0.21030836924910545,4.096500553190708,0.7563014030456543
17,geometry_only_reconstruction,0.1763319969177246,0.10343921184539795,0.896560788154602,0.24211913347244263,0.0012850849889218807,0.0,0.8260178565979004,30.171824312581798,0.0009612084249965847,0.25732385739684105,4.386222034692764,0.7563014030456543
18,geometry_only_reconstruction,0.20004570484161377,0.09902536869049072,0.9009746313095093,0.2380352020263672,0.001233795308507979,0.0,0.8266205191612244,30.332981393439212,0.0009261937811970711,0.25100136548280716,4.687569225206971,0.7563014030456543
19,geometry_only_reconstruction,0.24498075246810913,0.09339249134063721,0.9066075086593628,0.23575711250305176,0.0012010347563773394,0.0,0.8271281123161316,30.440932983500957,0.0009034553659148514,0.23967847414314747,4.979116855189204,0.7563014030456543
