iter,mode,loss,arcface_identity_distance,arcface_identity_similarity,ssim_preservation_loss,pixel_preservation_loss,latent_regularisation,input_ssim,input_psnr,input_mse,seconds_iter,seconds_elapsed,peak_vram_gb
0,geometry_only_original,-4.470348358154297e-06,4.76837158203125e-07,0.9999995231628418,5.960464477539063e-08,7.366732956070807e-14,0.0,0.9999998211860657,131.327252328202,7.366730245565375e-14,0.3999515138566494,0.4001412820070982,0.7573304176330566
1,geometry_only_original,-0.0006911783711984754,0.00014925003051757812,0.9998507499694824,0.00016021728515625,2.354812522753491e-06,0.0,0.9990152716636658,56.28043621367223,2.3548127501271665e-06,0.22333999350667,1.3607623111456633,0.7663674354553223
2,geometry_only_original,-0.008213977329432964,0.0009216070175170898,0.9990783929824829,0.00020039081573486328,1.3899386885896092e-06,0.0,0.9997288584709167,58.570043919546976,1.3899385749027715e-06,0.208817470818758,1.5993850734084845,0.7663674354553223
3,geometry_only_original,-0.022453708574175835,0.002430558204650879,0.9975694417953491,0.00037032365798950195,2.5444576294830767e-06,0.0,0.9995724558830261,55.94404737829056,2.544457856856752e-06,0.22102941386401653,1.855492627248168,0.7665505409240723
4,geometry_only_original,-0.04387718811631203,0.004727184772491455,0.9952728152275085,0.0006788372993469238,4.7293615352828056e-06,0.0,0.9991877675056458,53.25197610421202,4.729360171040753e-06,0.21539697237312794,2.1031876783818007,0.7665505409240723
5,geometry_only_original,-0.0774247795343399,0.008295953273773193,0.9917040467262268,0.0011067986488342285,7.62278205002076e-06,0.0,0.9986886978149414,51.17886652816373,7.622779321536655e-06,0.2081399653106928,2.341675916686654,0.7665505409240723
6,geometry_only_original,-0.11727695167064667,0.01256096363067627,0.9874390363693237,0.0016663074493408203,1.1468468073871918e-05,0.0,0.998020350933075,49.404946245170734,1.1468467164377216e-05,0.2042776495218277,2.5747548285871744,0.7665505409240723
7,geometry_only_original,-0.16803547739982605,0.017986178398132324,0.9820138216018677,0.002364933490753174,1.6391539247706532e-05,0.0,0.9971904158592224,47.853803102797634,1.639153742871713e-05,0.22954893670976162,2.83522223867476,0.7665505409240723
8,geometry_only_original,-0.23065879940986633,0.024657368659973145,0.9753426313400269,0.003182530403137207,2.2336593247018754e-05,0.0,0.996212899684906,46.50983064293091,2.2336593247018754e-05,0.20192018523812294,3.069514447823167,0.7665505409240723
9,geometry_only_original,-0.292906790971756,0.03136873245239258,0.9686312675476074,0.004155516624450684,2.9572140192613006e-05,0.0,0.9950366616249084,45.29117243610259,2.9572140192613006e-05,0.2071650978177786,3.3053000029176474,0.7665505409240723
10,geometry_only_original,-0.3561708927154541,0.038266539573669434,0.9617334604263306,0.005298137664794922,3.814773299382068e-05,0.0,0.9936737418174744,44.185312243534,3.814773663179949e-05,0.1973761674016714,3.5302980449050665,0.7665505409240723
11,geometry_only_original,-0.42316195368766785,0.04561382532119751,0.9543861746788025,0.006594300270080566,4.7837944293860346e-05,0.0,0.9921694397926331,43.2022759032988,4.7837933379923925e-05,0.2021058164536953,3.7615795116871595,0.7665505409240723
12,geometry_only_original,-0.49128660559654236,0.053157687187194824,0.9468423128128052,0.008056879043579102,5.8747926232172176e-05,0.0,0.9905049800872803,42.310076204925,5.8747904404299334e-05,0.21200932748615742,3.995535384863615,0.7665505409240723
13,geometry_only_original,-0.5585477352142334,0.060685157775878906,0.9393148422241211,0.009659349918365479,7.076351903378963e-05,0.0,0.9887053370475769,41.50190488672763,7.076353358570486e-05,0.2292247712612152,4.246133169159293,0.7665505409240723
14,geometry_only_original,-0.6225811839103699,0.06795644760131836,0.9320435523986816,0.011394977569580078,8.404807886108756e-05,0.0,0.9867226481437683,40.75472096259298,8.40481006889604e-05,0.20078506879508495,4.4694767612963915,0.7665505409240723
15,geometry_only_original,-0.6838145852088928,0.0749860405921936,0.9250139594078064,0.013207197189331055,9.83214340521954e-05,0.0,0.9846170544624329,40.073517957398565,9.83214340521954e-05,0.20351646840572357,4.699404735118151,0.7665505409240723
16,geometry_only_original,-0.7354349493980408,0.08103078603744507,0.9189692139625549,0.014972329139709473,0.00011271193216089159,0.0,0.9825620055198669,39.48030161343628,0.00011271191760897636,0.19829988665878773,4.9221854247152805,0.7665505409240723
17,geometry_only_original,-0.7873646020889282,0.08711081743240356,0.9128891825675964,0.016746163368225098,0.00012731562310364097,0.0,0.9805467128753662,38.95118399384049,0.00012731559399981052,0.20918479934334755,5.162627538666129,0.7665505409240723
18,geometry_only_original,-0.8352727890014648,0.0927739143371582,0.9072260856628418,0.01849043369293213,0.00014169856149237603,0.0,0.978610098361969,38.48634514037748,0.00014169857604429126,0.2202438171952963,5.410359047353268,0.7665505409240723
19,geometry_only_original,-0.8813994526863098,0.09823095798492432,0.9017690420150757,0.020178914070129395,0.00015556407743133605,0.0,0.9767693877220154,38.08090722871767,0.00015556406287942082,0.21738944202661514,5.654324483126402,0.7665505409240723
