seed,stage,stage_path,edit_path,input_ssim,input_psnr,input_mse,input_l2,output_ssim,output_psnr,output_mse,output_l2,arcface_original_vs_stage,arcface_clean_edit_vs_stage_edit
1234,original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_diffgeom/original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_seed_replays/single_diffgeom/seed_1234/original_edit.png,1.0,inf,0.0,0.0,1.0,inf,0.0,0.0,1.0000001192092896,1.0
1234,vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_diffgeom/vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_seed_replays/single_diffgeom/seed_1234/vae_reconstruction_edit.png,0.8401924967765808,30.935105990148553,0.0008062865235842764,0.0283951848661754,0.9507734179496765,34.66153898988287,0.0003418582782614976,0.018489409894896527,0.9418524503707886,0.9751816987991333
1234,neutral_geometry_on_original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_diffgeom/neutral_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_seed_replays/single_diffgeom/seed_1234/neutral_geometry_on_original_edit.png,0.9991124272346497,56.88040569473274,2.05097057914827e-06,0.0014321210071597547,0.98825603723526,44.38193367039935,3.645915785455145e-05,0.0060381419207030445,0.9993116855621338,0.9974530339241028
1234,geometry_only_original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_diffgeom/geometry_only_original/learned_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_seed_replays/single_diffgeom/seed_1234/geometry_only_original_edit.png,0.8081029057502747,23.41054912638893,0.004559792578220367,0.06752623622134117,0.7572450637817383,22.419316909243967,0.005728861317038536,0.0756892417523028,0.5409109592437744,0.6042451858520508
1234,geometry_only_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_diffgeom/geometry_only_reconstruction/learned_geometry_on_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_seed_replays/single_diffgeom/seed_1234/geometry_only_reconstruction_edit.png,0.8127290606498718,26.8855393768736,0.002048547612503171,0.04526088391208429,0.8764167428016663,26.6093906651867,0.0021830361802130938,0.046722972724486334,0.8663023710250854,0.9044201374053955
24001,original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_diffgeom/original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_seed_replays/single_diffgeom/seed_24001/original_edit.png,1.0,inf,0.0,0.0,1.0,inf,0.0,0.0,1.0000001192092896,1.0000001192092896
24001,vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_diffgeom/vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_seed_replays/single_diffgeom/seed_24001/vae_reconstruction_edit.png,0.8401924967765808,30.935105990148553,0.0008062865235842764,0.0283951848661754,0.9491342902183533,34.69888240291725,0.0003389313642401248,0.01841008865378233,0.9418524503707886,0.9840707182884216
24001,neutral_geometry_on_original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_diffgeom/neutral_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_seed_replays/single_diffgeom/seed_24001/neutral_geometry_on_original_edit.png,0.9991124272346497,56.88040569473274,2.05097057914827e-06,0.0014321210071597547,0.9876954555511475,43.90797254831111,4.066331166541204e-05,0.006376779098056638,0.9993116855621338,0.995842456817627
24001,geometry_only_original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_diffgeom/geometry_only_original/learned_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_seed_replays/single_diffgeom/seed_24001/geometry_only_original_edit.png,0.8081029057502747,23.41054912638893,0.004559792578220367,0.06752623622134117,0.7589476704597473,22.374935727393858,0.005787705536931753,0.07607697113405444,0.5409109592437744,0.6737717390060425
24001,geometry_only_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_diffgeom/geometry_only_reconstruction/learned_geometry_on_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_seed_replays/single_diffgeom/seed_24001/geometry_only_reconstruction_edit.png,0.8127290606498718,26.8855393768736,0.002048547612503171,0.04526088391208429,0.8747707009315491,26.51449173386529,0.0022312633227556944,0.047236250092018255,0.8663023710250854,0.9086397886276245
34007,original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_diffgeom/original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_seed_replays/single_diffgeom/seed_34007/original_edit.png,1.0,inf,0.0,0.0,1.0,inf,0.0,0.0,1.0000001192092896,1.0000001192092896
34007,vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_diffgeom/vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_seed_replays/single_diffgeom/seed_34007/vae_reconstruction_edit.png,0.8401924967765808,30.935105990148553,0.0008062865235842764,0.0283951848661754,0.9453007578849792,34.28915072332799,0.0003724645357578993,0.019299340293333845,0.9418524503707886,0.984106183052063
34007,neutral_geometry_on_original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_diffgeom/neutral_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_seed_replays/single_diffgeom/seed_34007/neutral_geometry_on_original_edit.png,0.9991124272346497,56.88040569473274,2.05097057914827e-06,0.0014321210071597547,0.9884059429168701,44.18297117328529,3.8168305763974786e-05,0.006178050320608823,0.9993116855621338,0.9964463710784912
