mode,stage,stage_path,edit_path,edit_reused_from,input_ssim,input_psnr,input_mse,input_l2,output_ssim,output_psnr,output_mse,output_l2,arcface_original_vs_stage,arcface_clean_edit_vs_stage_edit,arcface_original_vs_clean_edit,arcface_stage_vs_stage_edit
geometry_only_original,geometry_then_vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/geometry_then_vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/geometry_then_vae_reconstruction_edit.png,,0.840179443359375,30.934771783140874,0.0008063485729508102,0.028396277448827868,0.9492891430854797,34.68947770259707,0.0003396661195438355,0.018430033085804147,0.9424148201942444,0.9844456315040588,0.8755786418914795,0.8767720460891724
geometry_only_original,learned_combined,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/learned_combined.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/learned_combined_edit.png,,0.8401920795440674,30.935101287244898,0.0008062873966991901,0.02839520024051935,0.94919353723526,34.699729027532186,0.00033886529854498804,0.018408294286679252,0.9418556094169617,0.9845208525657654,0.8755786418914795,0.8766977190971375
geometry_only_original,learned_delta_only,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/learned_delta_only.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/learned_delta_only_edit.png,,0.8401924967765808,30.935105990148553,0.0008062865235842764,0.0283951848661754,0.9491342902183533,34.69888240291725,0.0003389313642401248,0.01841008865378233,0.9418524503707886,0.9840707182884216,0.8755786418914795,0.8779171705245972
geometry_only_original,learned_geometry_on_original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/learned_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/learned_geometry_on_original_edit.png,,0.9991124272346497,56.88040569473274,2.05097057914827e-06,0.0014321210071597547,0.9876954555511475,43.90797254831111,4.066331166541204e-05,0.006376779098056638,0.9993116855621338,0.995842456817627,0.8755786418914795,0.8704520463943481
geometry_only_original,learned_geometry_on_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/learned_geometry_on_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/learned_geometry_on_reconstruction_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/learned_combined_edit.png,0.8401920795440674,30.935101287244898,0.0008062873966991901,0.02839520024051935,0.94919353723526,34.699729027532186,0.00033886529854498804,0.018408294286679252,0.9418556094169617,0.9845208525657654,0.8755786418914795,0.8766977190971375
geometry_only_original,vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/vae_reconstruction_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/learned_delta_only_edit.png,0.8401924967765808,30.935105990148553,0.0008062865235842764,0.0283951848661754,0.9491342902183533,34.69888240291725,0.0003389313642401248,0.01841008865378233,0.9418524503707886,0.9840707182884216,0.8755786418914795,0.8779171705245972
geometry_only_reconstruction,geometry_then_vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_reconstruction/geometry_then_vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_reconstruction/geometry_then_vae_reconstruction_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/geometry_then_vae_reconstruction_edit.png,0.840179443359375,30.934771783140874,0.0008063485729508102,0.028396277448827868,0.9492891430854797,34.68947770259707,0.0003396661195438355,0.018430033085804147,0.9424148201942444,0.9844456315040588,0.8755786418914795,0.8767720460891724
geometry_only_reconstruction,learned_combined,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_reconstruction/learned_combined.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_reconstruction/learned_combined_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/learned_combined_edit.png,0.8401920795440674,30.935101287244898,0.0008062873966991901,0.02839520024051935,0.94919353723526,34.699729027532186,0.00033886529854498804,0.018408294286679252,0.9418556094169617,0.9845208525657654,0.8755786418914795,0.8766977190971375
geometry_only_reconstruction,learned_delta_only,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_reconstruction/learned_delta_only.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_reconstruction/learned_delta_only_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/learned_delta_only_edit.png,0.8401924967765808,30.935105990148553,0.0008062865235842764,0.0283951848661754,0.9491342902183533,34.69888240291725,0.0003389313642401248,0.01841008865378233,0.9418524503707886,0.9840707182884216,0.8755786418914795,0.8779171705245972
geometry_only_reconstruction,learned_geometry_on_original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_reconstruction/learned_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_reconstruction/learned_geometry_on_original_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image4_red_scarf/single_geodesic/geometry_only_original/learned_geometry_on_original_edit.png,0.9991124272346497,56.88040569473274,2.05097057914827e-06,0.0014321210071597547,0.9876954555511475,43.90797254831111,4.066331166541204e-05,0.006376779098056638,0.9993116855621338,0.995842456817627,0.8755786418914795,0.8704520463943481
