case,face_id,prompt,run,warp_type,warp_components,mode,comparison,edit_ssim,edit_psnr,edit_l2,arcface_edit_cosine_similarity,left_edit_path,right_edit_path
image2_black_jacket,image_2,Add a black jacket,combined_bspline_rolling,bspline+rolling,bspline+rolling,combined,geometry_on_original_effect,0.9796924591064453,38.513729429687025,0.011866250946310879,0.9927281141281128,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_rolling/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_rolling/combined/learned_geometry_on_original_edit.png
image2_black_jacket,image_2,Add a black jacket,combined_bspline_rolling,bspline+rolling,bspline+rolling,combined,geometry_on_reconstruction_effect,0.9738232493400574,26.971759341907024,0.04481382696246714,0.8936256170272827,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_rolling/combined/vae_reconstruction_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_rolling/combined/learned_geometry_on_reconstruction_edit.png
image2_black_jacket,image_2,Add a black jacket,combined_bspline_rolling,bspline+rolling,bspline+rolling,combined,geometry_increment_after_delta,0.7543036937713623,15.37992041301219,0.17021741049883624,0.6311900019645691,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_rolling/combined/learned_delta_only_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_rolling/combined/learned_combined_edit.png
image2_black_jacket,image_2,Add a black jacket,combined_bspline_rolling,bspline+rolling,bspline+rolling,combined,order_effect,0.4568202495574951,10.144695159169144,0.3110034752824847,0.34298962354660034,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_rolling/combined/learned_combined_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_rolling/combined/geometry_then_vae_reconstruction_edit.png
image2_black_jacket,image_2,Add a black jacket,combined_bspline_tps,bspline+tps,bspline+tps,combined,reconstruction_effect,0.8892146944999695,18.648265747324512,0.11683869904800422,0.8325568437576294,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/vae_reconstruction_edit.png
image2_black_jacket,image_2,Add a black jacket,combined_bspline_tps,bspline+tps,bspline+tps,combined,delta_increment_after_reconstruction,0.4529063403606415,10.110419642849944,0.31223315528486695,0.2183457612991333,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/vae_reconstruction_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/learned_delta_only_edit.png
image2_black_jacket,image_2,Add a black jacket,combined_bspline_tps,bspline+tps,bspline+tps,combined,geometry_on_original_effect,0.9694893956184387,35.8778406867135,0.016073407884762678,0.9911823272705078,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/clean_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/learned_geometry_on_original_edit.png
image2_black_jacket,image_2,Add a black jacket,combined_bspline_tps,bspline+tps,bspline+tps,combined,geometry_on_reconstruction_effect,0.9323580265045166,19.001996150480327,0.11217606269027208,0.8456196784973145,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/vae_reconstruction_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/learned_geometry_on_reconstruction_edit.png
image2_black_jacket,image_2,Add a black jacket,combined_bspline_tps,bspline+tps,bspline+tps,combined,geometry_increment_after_delta,0.6653068661689758,12.42236572016843,0.23926639930730842,0.37358301877975464,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/learned_delta_only_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/learned_combined_edit.png
image2_black_jacket,image_2,Add a black jacket,combined_bspline_tps,bspline+tps,bspline+tps,combined,order_effect,0.5344343185424805,11.592101575481417,0.2632660886887343,0.3344389796257019,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/learned_combined_edit.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/geometry_then_vae_reconstruction_edit.png
