seed,stage,stage_path,edit_path,input_ssim,input_psnr,input_mse,input_l2,output_ssim,output_psnr,output_mse,output_l2,arcface_original_vs_stage,arcface_clean_edit_vs_stage_edit
1234,original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/seed_replays/combined_bspline_tps/seed_1234/original_edit.png,1.0,inf,0.0,0.0,1.0,inf,0.0,0.0,1.0,1.0000001192092896
1234,vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/seed_replays/combined_bspline_tps/seed_1234/vae_reconstruction_edit.png,0.8231146335601807,30.491206352076023,0.0008930573821999133,0.029884065690596942,0.9517527222633362,34.30348241404224,0.000371237430954352,0.019267522698944772,0.941228985786438,0.9881799221038818
1234,neutral_geometry_on_original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/neutral_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/seed_replays/combined_bspline_tps/seed_1234/neutral_geometry_on_original_edit.png,0.9990109801292419,55.790741717478234,2.6358811737736687e-06,0.00162353970501915,0.9887888431549072,43.58304295218132,4.3822354200528935e-05,0.0066198454816203175,0.9996389150619507,0.9964620471000671
1234,combined,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/learned_combined.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/seed_replays/combined_bspline_tps/seed_1234/combined_edit.png,0.8046643137931824,28.552932280696247,0.001395425875671208,0.037355399551754334,0.8685393929481506,28.2770156889324,0.00148695707321167,0.038561082365665904,-0.19818361103534698,0.41559308767318726
1234,joint_delta_only,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/learned_delta_only.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/seed_replays/combined_bspline_tps/seed_1234/joint_delta_only_edit.png,0.7997279167175293,28.473899846944253,0.0014210521476343274,0.03769684532735236,0.8661587238311768,28.175485579599204,0.0015221289359033108,0.0390144708525351,-0.1968582272529602,0.4238460063934326
1234,joint_geometry_on_original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/learned_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/seed_replays/combined_bspline_tps/seed_1234/joint_geometry_on_original_edit.png,0.995995819568634,47.42286302310518,1.8101463865605183e-05,0.0042545815147444505,0.9762735366821289,39.28421892299161,0.00011791745782829821,0.010858980515144974,0.9982261061668396,0.9933161735534668
1234,joint_geometry_on_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/combined/learned_geometry_on_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/seed_replays/combined_bspline_tps/seed_1234/joint_geometry_on_reconstruction_edit.png,0.8283944129943848,30.61293966169754,0.0008683724445290864,0.02946815984294042,0.9519398808479309,34.391265981372094,0.0003638089692685753,0.019073777005841692,0.9371122121810913,0.9874448776245117
24001,original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/seed_replays/combined_bspline_tps/seed_24001/original_edit.png,1.0,inf,0.0,0.0,1.0,inf,0.0,0.0,1.0,1.0
24001,vae_reconstruction,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/vae_reconstruction.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/seed_replays/combined_bspline_tps/seed_24001/vae_reconstruction_edit.png,0.8231146335601807,30.491206352076023,0.0008930573821999133,0.029884065690596942,0.8892146944999695,18.648265747324512,0.013651281595230103,0.11683869904800422,0.941228985786438,0.8325568437576294
24001,neutral_geometry_on_original,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/image2_black_jacket/combined_bspline_tps/neutral_geometry_on_original.png,/home/interns/Desktop/amit_code/targeted_experiments/geometry_family_attribution/seed_replays/combined_bspline_tps/seed_24001/neutral_geometry_on_original_edit.png,0.9990109801292419,55.790741717478234,2.6358811737736687e-06,0.00162353970501915,0.9875820279121399,42.21410123572818,6.00606290390715e-05,0.0077498792919032935,0.9996389150619507,0.9933730363845825
