iter,mode,loss,arcface_identity_distance,arcface_identity_similarity,ssim_preservation_loss,pixel_preservation_loss,latent_regularisation,input_ssim,input_psnr,input_mse,seconds_iter,seconds_elapsed,peak_vram_gb
0,combined,0.1859566569328308,0.05796539783477783,0.9420346021652222,0.153106689453125,0.0007718309643678367,0.0,0.8418955206871033,31.12480029523617,0.0007718270062468946,0.5215521473437548,0.5217800103127956,6.44830322265625
1,combined,-1.9704861640930176,0.27345216274261475,0.7265478372573853,0.1527915596961975,0.0007759742438793182,9.99939366010949e-05,0.8433611989021301,31.15173875672708,0.0007670543272979558,0.3975058402866125,1.9468240980058908,6.499499320983887
2,combined,-3.5314650535583496,0.4296839237213135,0.5703160762786865,0.15305912494659424,0.0007842413033358753,0.00027283249073661864,0.8432419300079346,31.106067021913688,0.0007751634693704545,0.6331140343099833,2.6262217015028,6.5006103515625
3,combined,-4.598659992218018,0.5366631746292114,0.4633368253707886,0.1535782814025879,0.0007962789386510849,0.0005039350362494588,0.8428091406822205,31.038167251589577,0.0007873779977671802,0.6452563740313053,3.313813617452979,6.5006103515625
4,combined,-5.646573543548584,0.6418560147285461,0.35814398527145386,0.15438085794448853,0.0008120839484035969,0.0007794683333486319,0.842401921749115,30.966789065938887,0.0008004258270375431,0.609115231782198,3.9662826247513294,6.5015869140625
5,combined,-6.880748748779297,0.7656932473182678,0.23430675268173218,0.15521997213363647,0.0008296296000480652,0.0010823747143149376,0.8416388034820557,30.877682007970254,0.0008170183282345533,0.6224136780947447,4.63080333545804,6.5015869140625
6,combined,-7.56787633895874,0.8348702192306519,0.16512978076934814,0.15614795684814453,0.0008489513420499861,0.0014121565036475658,0.8408539295196533,30.783208742947718,0.0008349858690053225,0.6115167737007141,5.283968521282077,6.5015869140625
7,combined,-8.05615234375,0.884194016456604,0.115805983543396,0.15713971853256226,0.0008695889846421778,0.0017639069119468331,0.8400415778160095,30.684887407445956,0.0008541049901396036,0.6383579038083553,5.963221158832312,6.5015869140625
8,combined,-8.552369117736816,0.934337317943573,0.065662682056427,0.15818268060684204,0.0008912548655644059,0.002130933804437518,0.83918696641922,30.58595530539792,0.0008737847674638033,0.6243024915456772,6.630079684779048,6.5015869140625
9,combined,-8.979527473449707,0.9775691032409668,0.022430896759033203,0.15921390056610107,0.0009135056170634925,0.002515154890716076,0.8383388519287109,30.4871287442788,0.0008938962710089982,0.6417729128152132,7.312893772497773,6.5015869140625
10,combined,-9.389176368713379,1.0190463066101074,-0.019046306610107422,0.1602380871772766,0.0009363885619677603,0.002915487624704838,0.8375106453895569,30.3878520343578,0.000914565462153405,0.6587890014052391,8.014543436467648,6.5015869140625
11,combined,-9.768667221069336,1.057497262954712,-0.057497262954711914,0.16124123334884644,0.0009596244199201465,0.0033279915805906057,0.8366954922676086,30.288585777139847,0.0009357103263027966,0.6329672876745462,8.687973180785775,6.5015869140625
12,combined,-10.127300262451172,1.0938451290130615,-0.09384512901306152,0.1622098684310913,0.0009829297196120024,0.003749283729121089,0.8358730673789978,30.18892919737098,0.0009574301075190306,0.6378948893398046,9.367094419896603,6.5015869140625
13,combined,-10.476844787597656,1.1292649507522583,-0.1292649507522583,0.16313999891281128,0.0010061349021270871,0.004176163114607334,0.8350290656089783,30.088605479736543,0.0009798045502975583,0.6351750362664461,10.041123179718852,6.5015869140625
14,combined,-10.800238609313965,1.162060022354126,-0.16206002235412598,0.16405057907104492,0.0010291943326592445,0.004605759400874376,0.8341608643531799,29.98881801459282,0.0010025780647993088,0.6408353056758642,10.722817605361342,6.5015869140625
15,combined,-11.123236656188965,1.194793701171875,-0.194793701171875,0.16491806507110596,0.0010520204668864608,0.005040975287556648,0.8332952857017517,29.890143921602093,0.0010256179375573993,0.6441638078540564,11.413752317428589,6.5015869140625
16,combined,-11.44438362121582,1.2273191213607788,-0.2273191213607788,0.16573882102966309,0.0010745099280029535,0.005478027276694775,0.8324456214904785,29.793586831120503,0.0010486759711056948,0.6499952711164951,12.103624330833554,6.5015869140625
17,combined,-11.760812759399414,1.2593573331832886,-0.2593573331832886,0.16652899980545044,0.0010969021823257208,0.005918903276324272,0.8315911293029785,29.69853459341268,0.0010718809207901359,0.6437777634710073,12.78689712844789,6.5015869140625
18,combined,-12.05212116241455,1.2888712882995605,-0.28887128829956055,0.16729462146759033,0.0011189988581463695,0.006361231207847595,0.8307130932807922,29.605366353691768,0.001095124171115458,0.6455231327563524,13.473651455715299,6.5015869140625
19,combined,-12.331611633300781,1.3171906471252441,-0.31719064712524414,0.16803473234176636,0.0011406680569052696,0.006801659241318703,0.8298483490943909,29.51576958405013,0.0011179517023265362,0.6800935566425323,14.197521416470408,6.5015869140625
