iter,mode,loss,arcface_identity_distance,arcface_identity_similarity,ssim_preservation_loss,pixel_preservation_loss,latent_regularisation,input_ssim,input_psnr,input_mse,seconds_iter,seconds_elapsed,peak_vram_gb
0,geometry_only_original,-1.1920928955078125e-06,1.7881393432617188e-07,0.9999998211860657,1.1920928955078125e-07,2.356781219833848e-13,0.0,1.0000001192092896,126.27680681244121,2.356781490884391e-13,0.45417880453169346,0.45436965860426426,0.7590970993041992
1,geometry_only_original,-8.490546315442771e-05,2.5331974029541016e-05,0.9999746680259705,3.36766242980957e-05,3.1154843327385606e-07,0.0,0.9999606013298035,65.06474388780192,3.115484616955655e-07,0.22321109473705292,1.4160971734672785,0.7670979499816895
2,geometry_only_original,-0.0006249258876778185,7.933378219604492e-05,0.999920666217804,3.36766242980957e-05,2.878833242903056e-07,0.0,0.9999622702598572,65.40783576756742,2.8788326744688675e-07,0.2151450477540493,1.6733217369765043,0.7670979499816895
3,geometry_only_original,-0.0015842238208279014,0.00019156932830810547,0.9998084306716919,6.628036499023438e-05,6.762478506061598e-07,0.0,0.9999209046363831,61.69894138755215,6.762477937627409e-07,0.21640650928020477,1.9355804696679115,0.7670979499816895
4,geometry_only_original,-0.0030370212625712156,0.00037038326263427734,0.9996296167373657,0.00013333559036254883,1.3334256436792202e-06,0.0,0.999854326248169,58.75031234054709,1.3334255299923825e-06,0.21236385591328144,2.1811333298683167,0.7670979499816895
5,geometry_only_original,-0.005115350242704153,0.0006205439567565918,0.9993794560432434,0.00021797418594360352,2.182424168495345e-06,0.0,0.9997695088386536,56.610609280472836,2.182423713747994e-06,0.21066326275467873,2.4255965054035187,0.7670979499816895
6,geometry_only_original,-0.008030805736780167,0.0009657144546508789,0.9990342855453491,0.00032520294189453125,3.2394195841334295e-06,0.0,0.9996669888496399,54.89532735614142,3.2394200388807803e-06,0.21700290776789188,2.674696918576956,0.7670979499816895
7,geometry_only_original,-0.011418602429330349,0.0013660192489624023,0.9986339807510376,0.0004482269287109375,4.553350663627498e-06,0.0,0.9995408058166504,53.416689891699605,4.553349754132796e-06,0.20968956127762794,2.916687173768878,0.7670979499816895
8,geometry_only_original,-0.01592811569571495,0.0018964409828186035,0.9981035590171814,0.0006071329116821289,6.288021722866688e-06,0.0,0.9993782043457031,52.01486029449939,6.288020813371986e-06,0.22418862022459507,3.17606339789927,0.7670979499816895
9,geometry_only_original,-0.02151166833937168,0.002549469470977783,0.9974505305290222,0.0007964372634887695,8.403439096582588e-06,0.0,0.9991843104362488,50.75542896101126,8.40344000607729e-06,0.2062014825642109,3.415908131748438,0.7670979499816895
10,geometry_only_original,-0.02776215970516205,0.0032846927642822266,0.9967153072357178,0.0010167360305786133,1.087678083422361e-05,0.0,0.9989612102508545,49.63499731303243,1.0876778105739504e-05,0.20907087251544,3.656732939183712,0.7670979499816895
11,geometry_only_original,-0.03499817103147507,0.0041359663009643555,0.9958640336990356,0.0012720227241516113,1.3769749784842134e-05,0.0,0.9987025856971741,48.610739227099586,1.3769750694336835e-05,0.223977692425251,3.9155010655522346,0.7670979499816895
12,geometry_only_original,-0.042957745492458344,0.005076885223388672,0.9949231147766113,0.001561880111694336,1.7075879441108555e-05,0.0,0.9984079003334045,47.67616920057253,1.7075879441108555e-05,0.23460828512907028,4.175494322553277,0.7670979499816895
13,geometry_only_original,-0.05196600779891014,0.00614553689956665,0.9938544631004333,0.0018974542617797852,2.0885103367618285e-05,0.0,0.9980687499046326,46.80163295269758,2.0885107005597092e-05,0.23341955430805683,4.432742886245251,0.7670979499816895
14,geometry_only_original,-0.06186918914318085,0.00732576847076416,0.9926742315292358,0.002277195453643799,2.5198261937475763e-05,0.0,0.9976853728294373,45.98629351160214,2.519826557545457e-05,0.2500440999865532,4.707434326410294,0.7670979499816895
15,geometry_only_original,-0.07299719005823135,0.00865030288696289,0.9913496971130371,0.0027005672454833984,3.0027418688405305e-05,0.0,0.9972555637359619,45.22482026695819,3.00274168694159e-05,0.2617408689111471,5.001427125185728,0.7670979499816895
16,geometry_only_original,-0.08389417082071304,0.009978830814361572,0.9900211691856384,0.003178119659423828,3.5412886063568294e-05,0.0,0.9967730641365051,44.50838722477113,3.541288242558949e-05,0.23934235237538815,5.269028298556805,0.7670979499816895
17,geometry_only_original,-0.09585891664028168,0.011434674263000488,0.9885653257369995,0.003696739673614502,4.1257255361415446e-05,0.0,0.9962489604949951,43.8449966683886,4.1257255361415446e-05,0.21921981126070023,5.516730930656195,0.7670979499816895
18,geometry_only_original,-0.1089489534497261,0.013024747371673584,0.9869752526283264,0.00425875186920166,4.7572553739883006e-05,0.0,0.9956796765327454,43.226435014024645,4.757255737786181e-05,0.23914363235235214,5.791565855965018,0.7670979499816895
19,geometry_only_original,-0.12274376302957535,0.014707565307617188,0.9852924346923828,0.004865288734436035,5.4430354794021696e-05,0.0,0.9950646758079529,42.64158776752721,5.443036206997931e-05,0.24326427280902863,6.07050452567637,0.7670979499816895
